person_age,person_gender,person_1,person_income,person_emp_exp,person_home_oqwnership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
21,1,3,55113,0,0,24000,1,16.29,0.44,2,645,0,1
25,0,2,63361,2,0,24000,4,10.74,0.38,2,592,0,1
22,1,1,22107,4,1,2250,1,15.27,0.1,3,636,1,0
24,1,2,57356,3,0,24000,4,17.8,0.42,2,672,0,1
22,1,2,21790,0,1,1000,5,11.36,0.05,2,686,1,0
22,1,0,59680,0,0,24000,3,17.56,0.4,4,590,0,1
26,1,3,72720,2,0,24000,4,7.9,0.33,4,636,0,1
25,1,0,73024,5,0,24000,4,10.99,0.33,4,580,0,1
22,0,2,73110,0,0,24000,4,7.29,0.33,3,674,0,1
21,1,1,72902,0,0,24000,3,10.75,0.33,2,601,0,1
26,1,0,75416,4,0,24000,0,7.9,0.32,3,620,0,1
22,0,3,75959,0,0,24000,1,14.84,0.32,2,642,0,1
26,0,1,79222,7,0,24000,0,11.01,0.3,2,616,0,1
22,1,1,21824,0,1,4975,1,11.01,0.23,3,588,0,1
23,0,0,71875,1,0,24000,0,19.69,0.33,2,585,0,1
23,0,2,80313,1,0,24000,5,11.01,0.3,4,632,0,1
24,0,0,72647,5,0,24000,5,14.96,0.33,4,556,0,1
25,0,2,80492,4,0,24000,1,6.99,0.3,3,602,0,1
22,0,0,75646,0,0,24000,4,16.45,0.32,4,639,0,1
24,0,1,85223,3,0,24000,1,10.99,0.28,4,603,0,1
23,0,1,89735,2,0,24000,0,10.99,0.27,2,689,0,1
22,0,0,22364,4,2,3000,4,7.9,0.13,4,672,0,1
22,1,3,90780,2,0,24000,1,12.69,0.26,4,499,0,1
24,0,2,90889,1,0,24000,3,10.37,0.26,3,643,0,1
24,0,2,90911,2,0,24000,2,11.01,0.26,3,589,0,1
26,0,3,83953,2,0,24000,0,15.83,0.29,3,646,0,1
23,0,1,94644,1,0,24000,4,13.92,0.25,3,613,0,1
22,1,0,22616,0,2,2000,5,11.49,0.09,3,567,0,0
24,1,2,96989,4,0,24000,3,10.25,0.25,2,603,0,0
22,1,1,22867,3,2,3500,2,7.49,0.15,4,647,0,1
23,1,3,22583,1,2,4000,1,5.99,0.18,2,645,0,1
23,1,2,90900,0,0,24000,4,12.92,0.26,2,672,0,1
26,1,3,107641,6,0,24000,4,11.58,0.22,3,648,0,0
25,0,0,114870,4,0,24000,1,8.9,0.21,2,653,0,0
22,0,2,100479,0,0,24000,0,19.69,0.24,3,590,0,1
25,1,3,114958,2,0,24000,5,6.54,0.21,4,704,1,0
21,1,3,22882,0,2,4900,2,14.54,0.21,4,674,0,1
21,1,2,22392,0,2,5000,1,11.11,0.22,2,594,0,1
26,1,0,120498,5,0,24000,4,12.73,0.2,4,626,0,0
24,1,3,132873,2,0,24000,5,15.62,0.18,4,701,1,0
24,0,1,22635,3,2,6250,2,6.54,0.28,4,602,0,1
22,1,1,118299,0,0,24000,0,11.01,0.2,2,503,0,1
26,1,1,125665,5,0,24000,0,20,0.19,4,657,0,1
22,1,0,144904,0,0,24000,1,9.91,0.17,4,638,0,0
24,1,2,144882,2,0,24000,5,12.69,0.17,4,646,1,0
26,0,1,130649,4,0,24000,1,20,0.18,3,678,0,1
24,0,3,149622,4,0,24000,4,16.49,0.16,4,684,1,0
23,0,2,22957,1,1,2500,3,15.95,0.11,2,594,0,1
24,0,3,157225,1,0,24000,0,11.49,0.15,3,538,1,0
25,1,2,163004,3,0,24000,4,10.99,0.15,2,662,0,0
24,0,0,163035,2,0,24000,2,13.79,0.15,2,636,1,0
23,0,3,138731,0,0,24000,3,20,0.17,3,613,0,1
23,1,1,180804,1,0,24000,1,7.49,0.13,4,573,1,0
23,0,3,166378,0,0,24000,0,16,0.14,2,714,0,1
24,0,1,22684,0,2,13000,4,7.88,0.57,3,640,0,1
21,0,2,22366,0,2,6250,5,10.62,0.28,4,637,0,1
26,1,0,187161,7,0,24000,0,10.99,0.13,4,633,1,0
26,0,2,178439,0,0,24000,1,18.3,0.13,2,615,0,1
26,0,2,204962,2,0,24000,0,11.01,0.12,2,552,1,0
21,0,2,22673,0,2,2500,4,11.36,0.11,3,670,1,0
24,0,1,53633,4,0,23975,2,11.01,0.45,2,678,0,1
23,1,3,144983,2,0,23750,3,13.47,0.16,2,676,0,0
24,1,0,67032,2,0,23600,4,11.89,0.35,3,624,0,1
24,0,0,22664,0,1,10000,0,12.18,0.44,2,649,0,1
25,0,0,123299,0,0,23600,0,13.49,0.19,4,555,1,0
23,1,1,91275,0,0,23575,4,14.5,0.26,4,613,0,1
22,0,2,22564,1,2,4000,3,11.01,0.18,2,684,0,1
22,0,2,22786,0,2,5400,3,15.31,0.24,2,647,0,1
25,0,0,22450,4,1,4000,3,11.01,0.18,3,580,0,1
21,1,2,22666,0,2,3375,5,11.01,0.15,2,630,0,1
22,0,2,81701,1,0,23400,5,7.49,0.29,2,589,0,1
22,0,0,52984,0,0,23000,4,11.01,0.43,3,621,0,1
25,1,3,68579,1,0,23000,1,11.01,0.34,2,665,0,1
23,1,2,73014,0,0,23000,5,12.18,0.32,4,668,0,1
24,1,2,22608,2,1,1200,5,11.34,0.05,4,615,1,0
25,1,0,76932,2,0,23000,1,9.91,0.3,3,604,0,1
24,0,0,78955,1,0,23000,2,11.99,0.29,4,620,0,1
23,0,3,82567,0,0,23000,1,9.62,0.28,2,558,0,1
22,0,2,22466,0,2,3000,0,9.96,0.13,3,603,0,1
25,0,2,97251,2,0,23000,5,11.01,0.24,2,683,1,0
24,0,1,106607,1,0,23000,5,14.54,0.22,2,641,0,1
22,0,2,71385,0,0,22750,3,11.36,0.32,4,521,0,1
23,1,2,84865,3,0,22500,0,14.27,0.27,2,655,0,1
24,0,2,22789,1,2,3000,2,11.99,0.13,3,663,0,1
26,1,2,84801,4,0,22500,1,18.99,0.27,2,605,0,1
24,0,2,88421,4,0,22400,5,16.7,0.25,4,708,0,1
24,0,0,23071,3,1,5000,4,9.32,0.22,3,571,0,1
23,0,2,43042,1,0,22250,0,12.69,0.52,3,678,0,1
25,1,0,53119,1,0,22000,2,13.11,0.41,2,597,0,1
25,0,2,63311,1,0,22000,4,10.74,0.35,2,689,0,1
21,0,2,23597,0,1,4200,4,14.11,0.18,4,675,0,1
22,1,0,69308,1,0,22000,1,9.63,0.32,3,591,0,1
25,1,0,70598,5,0,22000,3,14.65,0.31,2,616,0,1
23,1,0,73044,0,0,22000,0,10.25,0.3,4,640,0,1
24,0,2,73043,0,0,22000,5,14.26,0.3,2,593,0,1
25,1,2,23627,4,1,3000,1,9.91,0.13,2,649,0,1
26,0,2,68198,4,0,22000,3,17.19,0.32,3,645,0,1
22,1,0,85089,0,0,22000,1,11.36,0.26,4,537,0,1
22,1,2,80358,0,0,22000,1,11.01,0.27,2,635,0,1
23,1,2,90025,0,0,22000,0,10.59,0.24,3,640,1,0
24,1,3,93232,2,0,22000,1,9.25,0.24,2,625,0,0
22,1,3,23497,0,2,3625,3,8.49,0.15,3,557,0,1
26,0,1,93314,8,0,22000,5,6.54,0.24,3,643,0,0
21,1,1,23543,0,2,6000,3,8.49,0.25,3,631,0,1
24,0,2,97038,0,0,22000,3,11.01,0.23,4,653,1,0
26,1,1,100246,1,0,22000,5,12.69,0.22,2,623,1,0
24,1,2,23667,3,2,7400,3,13.85,0.31,2,662,0,1
25,0,1,23719,2,2,4000,0,7.4,0.17,3,667,0,1
23,0,0,101575,1,0,22000,0,11.71,0.22,4,586,0,0
25,1,3,94168,3,0,22000,4,11.48,0.23,3,719,0,1
25,0,3,99394,1,0,22000,1,17.51,0.22,2,646,0,1
21,0,0,23504,0,1,3500,0,14.61,0.15,3,646,0,1
23,0,2,120500,3,0,22000,0,7.88,0.18,4,646,0,0
23,1,2,133195,1,0,22000,4,11.01,0.17,3,643,1,0
22,0,2,24148,1,1,4950,4,11.71,0.2,2,594,0,1
25,0,2,69353,1,0,21700,4,11.99,0.31,2,664,0,1
24,0,0,65946,0,0,21600,5,13.49,0.33,2,605,0,1
23,1,0,68677,0,0,21600,3,20,0.31,4,646,0,1
26,1,1,76687,3,0,21600,0,14.35,0.28,3,655,0,1
22,1,2,99087,0,0,21600,4,13.61,0.22,3,597,0,0
22,0,0,94523,0,0,21600,0,11.26,0.23,3,679,0,1
22,1,0,24092,0,2,2400,5,10.59,0.1,3,654,0,0
24,1,2,135365,1,0,21600,3,7.9,0.16,2,556,0,0
24,0,1,24420,2,1,7000,2,5.99,0.29,4,694,0,1
25,0,0,23948,3,2,3000,1,11.99,0.13,4,587,0,1
24,1,1,71718,2,0,21500,3,16.89,0.3,3,620,0,1
24,1,3,84999,0,0,21500,2,9.99,0.25,3,701,0,1
24,1,0,140396,4,0,21500,1,15.33,0.15,3,572,1,0
25,0,0,73404,4,0,21450,1,7.29,0.29,4,671,0,1
22,0,0,38473,0,0,21250,0,12.42,0.55,3,599,0,1
25,0,1,57546,3,0,21250,5,10.99,0.37,2,610,0,1
25,0,2,62422,4,0,21250,5,6.91,0.34,2,588,0,1
22,0,2,23993,1,1,5000,0,14.17,0.21,2,691,0,1
22,0,0,64732,0,0,21250,3,10.25,0.33,3,645,0,1
26,0,1,23955,2,2,9250,1,11.01,0.39,2,618,0,1
24,0,2,68154,2,0,21250,5,15.95,0.31,3,672,0,1
24,1,1,79138,2,0,21250,1,15.95,0.27,4,650,0,1
21,0,0,42536,0,0,21000,5,12.53,0.49,4,687,0,1
22,0,1,23888,0,1,1400,2,14.91,0.06,4,535,0,1
23,0,1,24013,0,1,3000,3,11.01,0.12,4,604,0,1
26,1,2,48929,6,0,21000,3,6.54,0.43,4,601,0,1
25,1,1,24121,1,2,1000,5,11.01,0.04,3,612,1,0
26,0,2,51379,5,0,21000,3,17.26,0.41,4,666,0,1
23,0,0,76364,0,0,21000,3,11.36,0.27,2,645,0,1
26,0,2,24297,3,1,4000,5,7.51,0.16,4,678,0,1
22,1,2,71599,0,0,21000,4,10.71,0.29,3,644,0,1
22,0,1,85496,1,0,21000,4,13.98,0.25,4,614,1,0
26,1,1,79163,3,0,21000,0,14.09,0.27,3,627,0,1
22,0,3,90944,0,0,21000,1,10,0.23,3,523,1,0
22,1,3,23973,0,1,5000,3,15.33,0.21,3,571,0,1
25,1,0,75181,4,0,21000,3,16.32,0.28,4,546,0,1
24,1,1,95767,2,0,21000,2,7.9,0.22,2,640,0,0
23,1,3,96788,1,0,21000,3,11.99,0.22,3,648,1,0
24,0,0,101708,2,0,21000,3,10.75,0.21,4,593,0,0
26,0,1,103023,4,0,21000,2,13.92,0.2,3,658,1,0
22,0,2,113027,2,0,21000,1,9.91,0.19,3,701,0,0
26,1,2,98366,4,0,21000,1,16.95,0.21,3,702,0,1
26,0,1,117668,0,0,21000,1,7.9,0.18,3,711,1,0
26,0,2,117297,4,0,21000,1,11.01,0.18,3,570,1,0
25,1,1,120885,4,0,21000,4,16.49,0.17,3,637,0,1
26,1,1,24183,5,4,7500,4,11.97,0.31,2,621,0,1
21,0,0,23664,1,1,6250,0,6.17,0.26,3,637,0,1
26,0,1,150692,7,0,21000,2,8.9,0.14,2,534,0,0
25,1,0,151100,2,0,21000,1,12.99,0.14,3,577,1,0
23,0,2,99197,1,0,20900,4,12.69,0.21,2,638,0,0
21,1,1,24468,0,1,15000,1,9.64,0.61,2,548,0,1
26,1,0,61015,2,0,20500,5,7.49,0.34,3,676,0,1
23,0,1,84845,0,0,20500,1,13.16,0.24,3,641,0,0
22,1,1,24872,0,2,2100,1,8.38,0.08,4,630,1,0
123,1,0,97140,101,0,20400,1,10.25,0.21,3,805,1,0
23,0,2,65613,0,0,20375,4,7.49,0.31,2,518,0,1
26,0,0,32325,4,0,20050,1,9.76,0.62,2,652,0,1
24,1,1,40881,0,0,20000,0,10.99,0.49,3,600,0,1
23,0,1,24766,0,2,5000,4,11.71,0.2,4,649,0,0
22,1,1,24995,0,2,9250,4,10.65,0.37,4,576,1,0
24,0,3,43287,0,0,20000,3,12.53,0.46,4,600,0,1
25,0,2,46375,2,0,20000,3,14.59,0.43,4,654,0,1
23,1,0,39416,0,0,20000,0,12.61,0.51,4,593,0,1
25,0,1,46636,2,0,20000,3,13.11,0.43,2,614,0,1
23,0,1,25168,0,1,6400,3,10.65,0.25,4,638,0,0
25,0,2,47473,3,0,20000,4,11.22,0.42,4,633,0,1
23,1,0,40632,0,0,20000,1,16,0.49,2,649,0,1
25,1,1,41468,2,0,20000,2,8.88,0.48,4,591,0,1
24,0,0,48897,2,0,20000,4,12.53,0.41,3,656,0,1
21,0,2,44226,0,0,20000,3,11.01,0.45,2,637,0,1
26,0,2,25012,3,1,4800,3,5.99,0.19,3,682,1,0
25,0,1,51210,4,0,20000,1,13.47,0.39,4,645,0,1
22,0,0,51305,1,0,20000,5,6.99,0.39,4,602,0,1
25,0,2,25295,3,2,5650,4,15.99,0.22,2,637,1,0
23,1,1,24930,0,1,3625,1,11.01,0.15,3,662,1,0
22,0,0,45716,0,0,20000,0,16.69,0.44,3,447,0,1
25,0,2,46683,3,0,20000,3,11.11,0.43,4,636,0,1
22,1,1,54870,0,0,20000,1,7.9,0.36,4,631,0,1
23,0,1,55291,3,0,20000,4,10.25,0.36,2,632,0,1
24,1,0,54919,4,0,20000,3,11.01,0.36,2,670,0,1
23,1,2,25141,0,2,1200,3,7.49,0.05,3,700,0,0
22,0,0,54899,0,0,20000,0,13.92,0.36,3,650,0,1
24,0,1,47903,0,0,20000,3,14.74,0.42,2,665,0,1
24,0,1,56744,0,0,20000,1,10.62,0.35,2,582,0,1
22,0,1,58440,0,0,20000,5,10.65,0.34,3,656,0,1
22,1,1,51628,0,0,20000,4,12.99,0.39,3,635,0,1
22,0,0,58859,1,0,20000,5,11.36,0.34,4,672,0,1
22,1,1,24521,0,2,7500,1,5.79,0.31,4,612,1,0
23,1,3,60235,4,0,20000,1,6.54,0.33,4,615,0,1
25,1,3,25654,6,1,4000,5,5.79,0.16,2,725,0,0
25,1,2,61114,1,0,20000,0,7.49,0.33,3,639,0,1
25,1,2,60990,1,0,20000,1,13.43,0.33,2,691,0,1
22,1,2,61072,0,0,20000,0,13.22,0.33,2,681,0,1
22,0,1,25229,1,2,5000,5,14.72,0.2,3,604,1,0
22,1,1,53980,0,0,20000,1,15.68,0.37,4,688,0,1
24,0,2,61918,2,0,20000,3,11.01,0.32,3,672,0,1
25,1,2,62299,3,0,20000,2,11.48,0.32,3,680,0,1
24,0,3,62192,3,0,20000,5,10.38,0.32,3,640,0,1
22,0,2,62045,0,0,20000,1,12.53,0.32,3,629,0,1
22,0,2,62350,1,0,20000,1,13.47,0.32,2,677,0,1
24,1,1,62508,0,0,20000,5,12.21,0.32,4,571,0,1
25,0,0,63607,2,0,20000,5,10.99,0.31,3,647,0,1
25,0,1,63921,3,0,20000,1,11.36,0.31,4,568,0,1
22,0,2,56273,0,0,20000,0,16,0.36,4,700,0,1
26,0,2,24569,4,1,1500,4,7.74,0.06,3,570,1,0
24,0,0,63481,3,0,20000,1,15.65,0.32,2,633,0,1
25,0,0,56451,0,0,20000,0,11.78,0.35,2,646,0,1
24,1,1,63897,0,0,20000,2,11.01,0.31,3,614,0,1
22,1,0,57193,0,0,20000,3,16.77,0.35,3,532,0,1
22,0,1,65874,0,0,20000,1,9.91,0.3,4,617,0,1
23,1,1,58705,3,0,20000,3,15.65,0.34,4,603,0,1
23,0,0,58236,2,0,20000,3,14.96,0.34,3,588,0,1
23,0,1,65738,0,0,20000,5,11.83,0.3,4,668,0,1
24,0,0,59765,2,0,20000,3,11.66,0.33,4,643,0,1
26,0,0,67019,2,0,20000,1,12.18,0.3,4,639,0,1
24,1,1,67265,2,0,20000,2,6.91,0.3,2,525,0,1
25,0,2,66906,3,0,20000,0,6.91,0.3,3,666,0,1
26,1,1,59603,7,0,20000,2,19.79,0.34,3,642,0,1
25,0,0,67174,2,0,20000,5,9.88,0.3,4,646,0,1
22,1,1,24993,1,1,16600,4,9.76,0.66,3,634,1,0
23,0,1,66844,0,0,20000,0,12.53,0.3,2,655,0,1
25,1,1,67482,6,0,20000,5,11.01,0.3,4,682,0,1
23,0,0,24853,0,1,7125,4,6.99,0.29,2,631,1,0
23,0,3,69387,2,0,20000,1,16.89,0.29,2,600,0,1
22,1,0,62379,0,0,20000,4,17.49,0.32,4,641,0,1
23,0,2,24853,0,1,2500,1,16.82,0.1,2,524,1,0
26,0,1,24751,2,1,3600,2,11.01,0.15,2,669,1,0
22,1,1,70529,1,0,20000,0,13.11,0.28,2,593,0,1
23,1,1,71255,2,0,20000,0,7.66,0.28,3,654,0,1
26,0,3,71761,3,0,20000,3,6.17,0.28,3,665,0,1
26,0,2,64550,8,0,20000,4,16.35,0.31,4,649,0,1
23,1,2,72969,1,0,20000,3,7.9,0.27,2,579,0,1
24,1,2,66060,4,0,20000,5,16.49,0.3,2,671,0,1
21,0,2,25666,0,2,3550,5,11.01,0.14,4,693,1,0
26,0,1,25229,3,1,7000,2,8,0.28,2,626,1,0
24,1,3,72762,6,0,20000,4,10.99,0.27,2,677,0,1
24,0,3,25451,3,2,7750,5,6.91,0.3,3,594,0,0
25,1,2,65742,1,0,20000,4,8.88,0.3,3,592,0,1
24,0,2,73352,1,0,20000,5,11.01,0.27,4,583,0,1
23,0,3,65733,0,0,20000,0,14.84,0.3,3,592,0,1
23,0,1,65802,3,0,20000,4,11.12,0.3,2,628,0,1
22,0,2,72562,1,0,20000,1,7.88,0.28,3,567,0,1
25,1,1,73028,1,0,20000,1,11.01,0.27,2,654,0,1
22,0,1,25537,0,1,6000,1,15.99,0.23,4,623,0,0
24,0,1,25526,1,1,5500,0,10.99,0.22,4,661,1,0
25,0,2,73266,1,0,20000,1,11.01,0.27,3,658,0,1
25,0,0,65555,1,0,20000,4,15.65,0.31,3,667,0,1
24,1,0,65678,4,0,20000,4,17.04,0.3,3,602,0,1
23,1,2,73286,3,0,20000,1,12.21,0.27,2,687,0,1
21,0,1,25416,1,2,1275,1,15.23,0.05,3,626,1,0
25,1,0,65967,6,0,20000,0,14.11,0.3,4,662,0,1
24,1,0,73202,1,0,20000,4,11.14,0.27,2,536,0,1
21,0,1,25710,0,2,2400,3,11.49,0.09,4,623,0,0
24,1,2,73058,3,0,20000,4,13.87,0.27,4,647,0,1
26,0,0,72650,3,0,20000,2,10.08,0.28,4,606,0,1
23,0,0,66301,2,0,20000,4,16.7,0.3,4,645,0,1
24,0,0,66951,2,0,20000,5,18.64,0.3,2,632,0,1
24,1,2,73899,0,0,20000,2,12.18,0.27,4,634,0,1
22,0,0,25644,2,2,3800,0,11.01,0.15,3,645,0,0
25,1,0,75578,2,0,20000,3,6.54,0.26,3,574,0,1
24,0,0,68349,3,0,20000,1,14.61,0.29,4,576,0,1
21,1,2,68120,0,0,20000,5,17.39,0.29,3,664,0,1
24,0,0,75484,2,0,20000,2,11.12,0.26,2,562,0,1
25,1,2,75802,2,0,20000,5,11.48,0.26,2,637,0,1
25,1,3,76733,2,0,20000,3,12.42,0.26,3,656,0,1
26,0,2,70484,4,0,20000,0,10.25,0.28,2,590,0,1
23,1,2,78886,1,0,20000,3,10.65,0.25,3,653,0,1
24,1,1,25992,3,2,5000,4,16.29,0.19,3,612,0,0
23,1,2,79348,0,0,20000,3,10.37,0.25,2,703,0,1
23,0,2,78597,1,0,20000,5,11.49,0.25,3,596,0,1
24,0,0,26216,0,2,10000,5,10.59,0.38,4,586,1,0
25,0,3,26133,4,2,5375,5,13.49,0.21,2,650,1,0
26,1,2,71856,6,0,20000,4,11.01,0.28,4,610,0,1
23,0,3,72259,2,0,20000,1,12.29,0.28,4,650,0,1
21,1,2,25869,0,1,3500,0,17.27,0.14,2,579,0,1
26,0,1,79098,2,0,20000,0,11.99,0.25,2,534,0,1
25,1,1,71754,4,0,20000,4,14.84,0.28,2,540,0,1
23,0,0,71688,0,0,20000,0,10.83,0.28,2,584,0,1
23,1,1,79539,5,0,20000,0,13.22,0.25,2,584,0,1
22,1,0,81282,1,0,20000,1,12.18,0.25,2,639,0,0
23,0,2,81580,1,0,20000,3,11.11,0.25,2,607,1,0
24,1,3,81639,4,0,20000,2,13.48,0.24,2,681,0,0
26,0,0,82432,6,0,20000,1,10.75,0.24,4,710,0,0
25,0,0,82737,4,0,20000,4,12.53,0.24,4,634,1,0
24,0,0,75890,2,0,20000,0,14.84,0.26,4,595,0,1
23,0,2,84428,1,0,20000,5,17.74,0.24,2,707,1,0
25,0,2,85061,1,0,20000,2,9.99,0.24,2,627,1,0
22,0,2,84791,0,0,20000,4,6.91,0.24,4,592,1,0
25,1,2,77982,6,0,20000,2,11.01,0.26,4,699,0,1
25,0,0,86325,2,0,20000,4,14.09,0.23,2,566,1,0
22,0,0,26244,0,1,3000,0,11.49,0.11,3,667,1,0
23,1,0,86183,1,0,20000,1,14.09,0.23,3,638,0,0
23,1,1,67625,0,0,20000,3,15.2,0.3,4,620,0,1
24,0,0,87261,1,0,20000,3,11.83,0.23,2,667,1,0
24,1,2,25826,4,4,6000,4,12.21,0.23,2,655,0,0
23,0,1,80180,0,0,20000,5,14.11,0.25,3,666,0,1
22,0,0,80179,0,0,20000,0,14.42,0.25,2,655,0,1
24,0,0,87458,3,0,20000,2,14.74,0.23,3,604,1,0
24,1,3,89922,0,0,20000,2,12.69,0.22,3,672,1,0
22,1,2,26137,0,1,1625,0,16.89,0.06,3,596,0,1
25,0,0,91179,0,0,20000,0,11.01,0.22,4,658,1,0
21,0,1,26112,0,1,4500,2,11.01,0.17,2,608,0,1
25,0,2,26559,2,1,8500,5,9.63,0.32,4,686,1,0
24,1,1,91001,0,0,20000,2,8.88,0.22,3,687,0,0
26,1,2,90978,3,0,20000,3,6.91,0.22,4,652,1,0
26,1,2,90805,4,0,20000,1,11.01,0.22,3,603,0,0
25,1,1,91130,0,0,20000,4,10.38,0.22,3,622,1,0
22,0,0,83759,1,0,20000,0,10.99,0.24,4,660,0,1
22,0,3,91033,1,0,20000,5,11.01,0.22,2,572,1,0
21,1,2,26887,0,1,7575,4,11.01,0.28,3,641,1,0
26,1,2,26792,4,2,5200,1,12.42,0.19,3,674,0,0
24,0,2,83573,1,0,20000,2,14.82,0.24,4,693,0,1
23,1,2,91541,4,0,20000,4,16.32,0.22,3,628,0,0
23,1,1,72279,2,0,20000,3,16,0.28,3,688,0,1
23,0,1,92304,0,0,20000,3,10.37,0.22,3,635,1,0
26,0,3,85207,2,0,20000,0,13.16,0.23,3,662,0,1
24,1,1,85232,5,0,20000,5,14.88,0.23,4,652,0,1
22,1,1,93127,2,0,20000,0,13.98,0.21,4,619,1,0
26,0,3,86320,2,0,20000,2,13.36,0.23,2,655,0,1
21,1,0,26946,0,2,7125,5,6.99,0.26,3,653,0,0
22,1,0,26711,0,1,4025,1,5.42,0.15,4,565,1,0
24,0,2,26769,2,1,8000,3,5.42,0.3,2,613,1,0
26,1,2,94812,4,0,20000,2,13.85,0.21,4,663,0,0
22,1,1,27119,0,1,4000,4,12.99,0.15,2,540,1,0
26,0,2,27046,5,2,4200,3,9.99,0.16,3,598,1,0
22,1,2,26902,4,1,1400,5,11.01,0.05,2,653,1,0
123,0,2,94723,100,0,20000,5,11.01,0.21,4,714,1,0
23,1,0,74473,0,0,20000,3,11.14,0.27,2,460,0,1
21,0,2,27072,0,1,3800,0,5.99,0.14,2,643,0,0
24,1,3,87447,6,0,20000,0,11.01,0.23,4,632,0,1
23,1,0,94310,0,0,20000,5,11.58,0.21,3,578,0,0
23,0,3,95354,2,0,20000,3,13.85,0.21,4,642,1,0
23,0,3,96236,0,0,20000,1,16.89,0.21,4,688,0,0
23,0,3,96969,2,0,20000,3,7.9,0.21,4,696,0,0
23,1,1,27201,0,2,6000,5,12.68,0.22,4,527,1,0
22,0,1,76808,0,0,20000,3,14.91,0.26,4,611,0,1
24,0,0,97157,0,0,20000,5,13.06,0.21,4,545,1,0
25,0,0,96773,3,0,20000,1,8.88,0.21,4,644,1,0
23,0,2,26954,0,1,2000,1,6.17,0.07,4,511,1,0
22,1,0,96673,1,0,20000,1,13.98,0.21,4,616,1,0
22,0,0,26872,3,2,8500,5,6.54,0.32,4,656,0,0
26,0,2,76420,2,0,20000,3,13.85,0.26,3,656,0,1
26,1,1,27097,2,1,1000,2,10.36,0.04,3,581,1,0
25,0,0,89914,7,0,20000,4,15.95,0.22,4,477,0,1
25,0,1,96778,2,0,20000,2,14.26,0.21,4,664,0,0
23,1,0,97783,0,0,20000,3,11.71,0.2,2,563,1,0
22,1,2,98255,0,0,20000,0,13.49,0.2,4,623,1,0
24,0,3,26747,1,1,2000,0,14.84,0.07,2,704,0,1
22,1,2,99459,0,0,20000,1,11.01,0.2,2,691,0,0
23,1,1,92036,2,0,20000,2,15.05,0.22,4,648,0,1
22,0,3,93070,0,0,20000,1,13.79,0.21,4,662,0,1
24,1,0,101201,6,0,20000,1,13.48,0.2,3,569,0,0
26,1,2,26764,4,2,3000,5,6.76,0.11,2,642,0,0
23,0,3,102232,1,0,20000,4,11.11,0.2,4,663,1,0
25,1,2,101849,3,0,20000,1,13.92,0.2,2,627,1,0
23,1,2,26678,1,2,4400,1,12.53,0.16,2,610,1,0
21,0,2,27041,0,1,10000,0,11.14,0.37,2,534,1,0
24,1,3,95807,5,0,20000,2,14.11,0.21,2,678,0,1
23,1,2,103275,0,0,20000,3,7.49,0.19,2,597,1,0
25,0,0,103166,3,0,20000,0,10.25,0.19,3,653,1,0
26,0,2,88672,2,0,20000,4,12.53,0.23,2,571,0,1
21,1,0,27289,0,1,1500,4,11.86,0.05,3,659,1,0
23,0,2,27174,0,2,9000,5,7.88,0.33,3,619,1,0
25,1,1,102975,0,0,20000,2,11.01,0.19,2,663,0,0
24,0,1,27558,0,1,4000,5,11.01,0.15,2,621,1,0
22,1,1,105649,1,0,20000,0,13.85,0.19,4,575,1,0
23,0,0,27887,0,2,6000,4,13.23,0.22,4,477,1,0
22,1,1,109017,1,0,20000,4,11.01,0.18,4,639,1,0
23,0,0,94566,1,0,20000,2,18.25,0.21,2,611,0,1
24,1,2,109178,1,0,20000,0,6.54,0.18,3,630,0,0
23,0,3,108836,0,0,20000,3,11.49,0.18,4,560,1,0
26,0,3,109089,5,0,20000,3,11.49,0.18,3,537,1,0
22,1,2,27472,1,1,7000,1,11.71,0.25,2,694,0,0
23,0,3,109061,0,0,20000,0,13.57,0.18,4,657,1,0
25,0,0,110319,1,0,20000,1,14.35,0.18,3,572,1,0
26,0,2,27309,1,1,3825,0,10.65,0.14,4,618,1,0
22,1,2,111365,1,0,20000,5,15.65,0.18,2,649,0,0
22,0,1,27358,0,1,6500,5,11.01,0.24,4,496,1,0
25,1,2,27570,0,1,5875,1,6.62,0.21,2,680,0,1
25,0,1,111834,1,0,20000,3,9.25,0.18,2,606,1,0
22,0,0,27122,2,1,2400,3,11.71,0.09,3,612,1,0
24,0,2,27730,0,1,8000,4,5.42,0.29,4,477,1,0
26,1,2,113057,0,0,20000,0,9.45,0.18,4,606,1,0
23,0,2,27666,0,1,1550,0,7.49,0.06,2,658,0,1
22,0,1,114267,0,0,20000,4,11.01,0.18,2,602,1,0
23,0,2,100420,4,0,20000,0,11.01,0.2,2,571,0,1
23,0,0,115130,4,0,20000,1,10.99,0.17,2,701,0,0
24,1,2,114976,3,0,20000,2,11.01,0.17,3,665,0,0
21,0,2,27648,0,2,7350,5,7.66,0.27,2,635,1,0
23,1,2,116295,0,0,20000,3,13.04,0.17,3,643,1,0
22,0,1,27385,3,1,7200,4,7.14,0.26,2,636,0,0
22,1,1,103798,0,0,20000,5,15.65,0.19,4,645,0,1
22,1,2,118565,0,0,20000,1,11.83,0.17,4,575,1,0
24,1,2,27463,0,2,3000,0,16,0.11,2,647,1,0
